"Date","Price","Open","High","Low","Vol.","Change %"
"09/27/2001","10,405","9,996","10,462","9,705","257.06M","3.99%"
"09/28/2001","10,636","10,412","10,714","10,412","270.61M","2.22%"
"10/01/2001","10,501","10,633","10,633","10,354","158.46M","-1.27%"
"10/02/2001","10,351","10,492","10,556","10,299","169.66M","-1.43%"
"10/03/2001","10,233","10,356","10,356","10,189","225.14M","-1.14%"
"10/04/2001","10,062","10,241","10,329","10,026","208.86M","-1.67%"
"10/05/2001","10,197","10,068","10,271","9,985","156.80M","1.34%"
"10/08/2001","10,095","10,120","10,175","9,986","138.96M","-1.00%"
"10/09/2001","10,284","10,109","10,323","10,103","175.76M","1.87%"
"10/10/2001","10,462","10,284","10,462","10,255","191.25M","1.73%"
"10/11/2001","10,785","10,462","10,790","10,461","224.63M","3.09%"
"10/15/2001","11,329","10,775","11,330","10,695","287.94M","5.04%"
"10/16/2001","11,258","11,326","11,475","11,165","269.22M","-0.63%"
"10/17/2001","11,271","11,287","11,485","11,166","388.83M","0.12%"
"10/18/2001","10,995","11,260","11,263","10,948","200.61M","-2.45%"
"10/19/2001","11,332","11,003","11,413","10,894","291.74M","3.07%"
"10/22/2001","11,700","11,343","11,725","11,293","214.22M","3.25%"
"10/23/2001","11,613","11,699","11,803","11,584","274.09M","-0.74%"
"10/24/2001","11,468","11,611","11,666","11,430","245.55M","-1.25%"
"10/25/2001","11,724","11,459","11,783","11,307","286.70M","2.23%"
"10/26/2001","11,781","11,725","11,924","11,715","222.69M","0.49%"
"10/29/2001","11,377","11,784","11,784","11,331","213.22M","-3.43%"
"10/30/2001","11,024","11,334","11,396","11,024","235.31M","-3.10%"
"10/31/2001","11,365","11,057","11,365","11,047","221.29M","3.09%"
"11/01/2001","11,388","11,362","11,498","11,177","168.79M","0.20%"
"11/05/2001","12,165","11,389","12,177","11,389","348.74M","6.82%"
"11/06/2001","12,416","12,154","12,481","12,139","421.36M","2.06%"
